num,yyyy,mm,dd,hh,min,QOBS_0001,QOSI_0001,QSIM_0001,QOBS_0002,QOSI_0002,QSIM_0002
9958,2010,10,20,21,0,4.12,3.91,3.91,4.41,5.42,4.63
9959,2010,10,20,22,0,3.91,3.9,3.9,5.92,4.97,4.62
9960,2010,10,20,23,0,3.72,3.9,3.9,5.53,4.68,4.62
9961,2010,10,21,0,0,3.69,3.9,3.9,4.72,4.51,4.61
9962,2010,10,21,1,0,3.69,3.89,3.89,4.46,4.44,4.61
9963,2010,10,21,2,0,3.69,3.89,3.89,4.42,4.41,4.6
9964,2010,10,21,3,0,3.69,3.88,3.88,4.38,4.4,4.59
9965,2010,10,21,4,0,3.69,3.88,3.88,4.34,4.4,4.59
9966,2010,10,21,5,0,3.69,3.87,3.87,4.3,4.39,4.58
9967,2010,10,21,6,0,3.69,3.87,3.87,4.26,4.39,4.58
9968,2010,10,21,7,0,6.86,3.86,3.86,4.22,5.56,4.57
9969,2010,10,21,8,0,8.42,3.86,3.86,4.18,7.4,4.56
9970,2010,10,21,9,0,8.57,3.85,3.85,4.32,8.54,4.56
9971,2010,10,21,10,0,7.45,3.85,3.85,7.64,8.59,4.55
9972,2010,10,21,11,0,6.28,3.84,3.84,8.71,7.87,4.54
9973,2010,10,21,12,0,5.67,3.84,3.84,8.66,7.08,4.53
9974,2010,10,21,13,0,4.4,3.83,3.83,7.49,6.16,4.53
9975,2010,10,21,14,0,3.99,3.83,3.83,6.66,5.33,4.52
9976,2010,10,21,15,0,3.92,3.82,3.82,6.14,4.89,4.51
9977,2010,10,21,16,0,3.85,3.82,3.82,5.18,4.68,4.51
9978,2010,10,21,17,0,3.78,3.81,3.81,4.51,4.56,4.5
9979,2010,10,21,18,0,4.07,3.81,3.81,4.49,4.6,4.49
9980,2010,10,21,19,0,7.71,3.8,3.8,4.49,6.03,4.49
9981,2010,10,21,20,0,7.38,3.8,3.8,4.49,7.4,4.48
9982,2010,10,21,21,0,7.27,3.79,3.79,5.16,7.77,4.47
9983,2010,10,21,22,0,6.5,3.79,3.79,7.76,7.6,4.46
9984,2010,10,21,23,0,4.66,3.78,3.78,7.92,6.65,4.46
9985,2010,10,22,0,0,3.89,3.78,3.78,7.76,5.53,4.45
9986,2010,10,22,1,0,3.68,3.77,3.77,6.63,4.84,4.44
9987,2010,10,22,2,0,3.66,3.77,3.77,5.42,4.52,4.43
9988,2010,10,22,3,0,3.64,3.76,3.76,4.69,4.38,4.43
9989,2010,10,22,4,0,3.62,3.76,3.76,4.37,4.32,4.42
9990,2010,10,22,5,0,3.6,3.75,3.75,4.14,4.28,4.41
9991,2010,10,22,6,0,3.58,3.74,3.74,4.11,4.25,4.4
9992,2010,10,22,7,0,3.56,3.74,3.74,4.08,4.23,4.39
9993,2010,10,22,8,0,3.55,3.73,3.73,4.06,4.21,4.38
9994,2010,10,22,9,0,3.53,3.73,3.73,4.04,4.18,4.37
9995,2010,10,22,10,0,5.32,3.72,3.72,4.01,4.83,4.36
9996,2010,10,22,11,0,4.32,3.72,3.72,3.99,5.17,4.35
9997,2010,10,22,12,0,3.69,3.71,3.71,4.04,4.79,4.34
9998,2010,10,22,13,0,3.69,3.71,3.71,5.23,4.49,4.33
9999,2010,10,22,14,0,3.69,3.7,3.7,4.86,4.37,4.32
10000,2010,10,22,15,0,3.69,3.7,3.7,4.22,4.33,4.31
10001,2010,10,22,16,0,3.69,3.69,3.69,4.13,4.31,4.31
10002,2010,10,22,17,0,3.83,3.69,3.69,4.13,4.35,4.3
10003,2010,10,22,18,0,4.09,3.69,3.69,4.13,4.49,4.29
10004,2010,10,22,19,0,4.34,3.68,3.68,4.13,4.71,4.28
10005,2010,10,22,20,0,4.66,3.68,3.68,4.14,4.97,4.28
10006,2010,10,22,21,0,4.46,3.68,3.68,4.28,5.07,4.27
10007,2010,10,22,22,0,4.06,3.67,3.67,4.53,4.91,4.27
10008,2010,10,22,23,0,3.71,3.67,3.67,5.04,4.61,4.26
10009,2010,10,23,0,0,3.69,3.67,3.67,4.93,4.4,4.26
10010,2010,10,23,1,0,3.69,3.66,3.66,4.53,4.32,4.25
10011,2010,10,23,2,0,3.69,3.66,3.66,4.18,4.29,4.25
10012,2010,10,23,3,0,3.69,3.66,3.66,4.13,4.28,4.24
10013,2010,10,23,4,0,3.69,3.66,3.66,4.13,4.27,4.24
10014,2010,10,23,5,0,3.69,3.65,3.65,4.13,4.27,4.23
10015,2010,10,23,6,0,3.69,3.65,3.65,4.13,4.26,4.23
10016,2010,10,23,7,0,3.69,3.65,3.65,4.13,4.26,4.22
10017,2010,10,23,8,0,4.08,3.65,3.65,4.13,4.4,4.22
10018,2010,10,23,9,0,6.55,3.65,3.65,4.13,5.47,4.21
10019,2010,10,23,10,0,6.7,3.64,3.64,4.13,6.56,4.21
10020,2010,10,23,11,0,8.16,3.64,3.64,4.59,7.54,4.21
10021,2010,10,23,12,0,8.16,3.64,3.64,6.42,8.29,4.2
10022,2010,10,23,13,0,8.16,3.64,3.64,7.45,8.56,4.2
10023,2010,10,23,14,0,6.53,3.64,3.64,8.56,8.06,4.2
10024,2010,10,23,15,0,4.55,3.64,3.64,8.61,6.72,4.2
10025,2010,10,23,16,0,3.79,3.64,3.64,8.37,5.42,4.2
10026,2010,10,23,17,0,3.68,3.64,3.64,6.74,4.7,4.19
10027,2010,10,23,18,0,3.67,3.64,3.64,5.19,4.41,4.19
10028,2010,10,23,19,0,3.66,3.64,3.64,4.63,4.29,4.2
10029,2010,10,23,20,0,3.65,3.64,3.64,4.25,4.24,4.2
10030,2010,10,23,21,0,3.64,3.64,3.64,4.13,4.22,4.2
10031,2010,10,23,22,0,3.63,3.64,3.64,4.12,4.2,4.2
10032,2010,10,23,23,0,3.62,3.64,3.64,4.11,4.19,4.2
10033,2010,10,24,0,0,3.61,3.64,3.64,4.1,4.18,4.2
10034,2010,10,24,1,0,3.59,3.64,3.64,4.09,4.17,4.21
10035,2010,10,24,2,0,3.58,3.64,3.64,4.08,4.16,4.21
10036,2010,10,24,3,0,3.57,3.65,3.65,4.07,4.15,4.21
10037,2010,10,24,4,0,3.56,3.65,3.65,4.06,4.14,4.22
10038,2010,10,24,5,0,3.55,3.65,3.65,4.05,4.13,4.22
10039,2010,10,24,6,0,3.54,3.65,3.65,4.04,4.12,4.22
10040,2010,10,24,7,0,3.53,3.65,3.65,4.03,4.11,4.22
10041,2010,10,24,8,0,3.52,3.65,3.65,4.02,4.1,4.22
10042,2010,10,24,9,0,3.52,3.65,3.65,4.01,4.1,4.23
10043,2010,10,24,10,0,3.52,3.65,3.65,4,4.1,4.23
10044,2010,10,24,11,0,7.37,3.66,3.66,3.99,5.51,4.23
10045,2010,10,24,12,0,8.05,3.66,3.66,3.98,7.3,4.23
10046,2010,10,24,13,0,5.67,3.66,3.66,4.16,7.27,4.24
10047,2010,10,24,14,0,4.13,3.66,3.66,7.58,6.06,4.24
10048,2010,10,24,15,0,3.67,3.66,3.66,7.76,5.04,4.24
10049,2010,10,24,16,0,3.62,3.66,3.66,6.08,4.53,4.24
10050,2010,10,24,17,0,3.58,3.66,3.66,4.91,4.31,4.25
10051,2010,10,24,18,0,4.02,3.67,3.67,4.31,4.38,4.25
10052,2010,10,24,19,0,6.39,3.67,3.67,4.18,5.4,4.25
10053,2010,10,24,20,0,4.51,3.67,3.67,4.24,5.71,4.26
10054,2010,10,24,21,0,3.95,3.67,3.67,4.82,5.12,4.26
10055,2010,10,24,22,0,3.89,3.67,3.67,6.01,4.74,4.27
10056,2010,10,24,23,0,3.92,3.68,3.68,5.23,4.6,4.29
10057,2010,10,25,0,0,3.95,3.68,3.68,4.69,4.58,4.3
10058,2010,10,25,1,0,3.97,3.69,3.69,4.67,4.59,4.31
10059,2010,10,25,2,0,4,3.69,3.69,4.67,4.62,4.33
10060,2010,10,25,3,0,4.03,3.69,3.69,4.67,4.65,4.33
10061,2010,10,25,4,0,4.05,3.7,3.7,4.67,4.68,4.34
10062,2010,10,25,5,0,4.08,3.7,3.7,4.67,4.71,4.35
10063,2010,10,25,6,0,4.11,3.71,3.71,4.67,4.74,4.36
10064,2010,10,25,7,0,4.13,3.71,3.71,4.67,4.78,4.38
10065,2010,10,25,8,0,4.16,3.71,3.71,4.67,4.82,4.39
10066,2010,10,25,9,0,4.19,3.72,3.72,4.67,4.85,4.4
10067,2010,10,25,10,0,4.21,3.72,3.72,4.67,4.88,4.41
10068,2010,10,25,11,0,5.7,3.73,3.73,4.67,5.45,4.42
10069,2010,10,25,12,0,7.66,3.73,3.73,4.67,6.77,4.43
10070,2010,10,25,13,0,6.9,3.73,3.73,4.74,7.5,4.43
10071,2010,10,25,14,0,4.9,3.73,3.73,6.71,6.83,4.43
10072,2010,10,25,15,0,4.23,3.73,3.73,8.27,5.81,4.43
10073,2010,10,25,16,0,4.05,3.73,3.73,7.13,5.19,4.43
10074,2010,10,25,17,0,4.05,3.73,3.73,5.77,4.91,4.43
10075,2010,10,25,18,0,5.21,3.73,3.73,5.04,5.24,4.43
10076,2010,10,25,19,0,7.44,3.73,3.73,4.65,6.48,4.43
10077,2010,10,25,20,0,5.69,3.73,3.73,4.54,6.88,4.42
10078,2010,10,25,21,0,4.31,3.72,3.72,6.04,6.06,4.42
10079,2010,10,25,22,0,3.88,3.72,3.72,7.48,5.23,4.41
10080,2010,10,25,23,0,3.84,3.72,3.72,6.19,4.79,4.41
10081,2010,10,26,0,0,3.82,3.72,3.72,5.16,4.61,4.4
10082,2010,10,26,1,0,3.81,3.72,3.72,4.76,4.53,4.4
10083,2010,10,26,2,0,3.79,3.71,3.71,4.49,4.49,4.39
10084,2010,10,26,3,0,3.77,3.71,3.71,4.46,4.46,4.38
10085,2010,10,26,4,0,3.75,3.71,3.71,4.44,4.44,4.38
10086,2010,10,26,5,0,3.73,3.7,3.7,4.41,4.41,4.37
10087,2010,10,26,6,0,3.71,3.7,3.7,4.39,4.39,4.37
10088,2010,10,26,7,0,4.25,3.7,3.7,4.37,4.58,4.36
10089,2010,10,26,8,0,7.01,3.7,3.7,4.35,5.8,4.35
10090,2010,10,26,9,0,9.98,3.69,3.69,4.32,8.07,4.35
10091,2010,10,26,10,0,11.4,3.69,3.69,5.01,10.21,4.34
10092,2010,10,26,11,0,8.75,3.68,3.68,8.26,10.4,4.34
10093,2010,10,26,12,0,6.37,3.68,3.68,12.3,8.89,4.33
10094,2010,10,26,13,0,4.75,3.68,3.68,10.8,7.11,4.33
10095,2010,10,26,14,0,4.05,3.67,3.67,8.86,5.77,4.32
10096,2010,10,26,15,0,5.32,3.67,3.67,7.06,5.56,4.32
10097,2010,10,26,16,0,6.17,3.66,3.66,5.55,6.12,4.31
10098,2010,10,26,17,0,5.02,3.66,3.66,5.02,6.13,4.3
10099,2010,10,26,18,0,4.08,3.66,3.66,6.07,5.49,4.3
10100,2010,10,26,19,0,3.92,3.65,3.65,6.59,4.94,4.29
10101,2010,10,26,20,0,7.42,3.65,3.65,5.86,5.98,4.29
10102,2010,10,26,21,0,6.29,3.65,3.65,4.93,6.87,4.28
10103,2010,10,26,22,0,4.66,3.64,3.64,5.3,6.3,4.27
10104,2010,10,26,23,0,4,3.64,3.64,7.51,5.41,4.27
10105,2010,10,27,0,0,3.73,3.64,3.64,6.46,4.81,4.26
10106,2010,10,27,1,0,3.69,3.63,3.63,5.37,4.5,4.26
10107,2010,10,27,2,0,3.69,3.63,3.63,4.71,4.38,4.25
10108,2010,10,27,3,0,3.69,3.63,3.63,4.44,4.33,4.24
10109,2010,10,27,4,0,3.69,3.62,3.62,4.3,4.31,4.24
10110,2010,10,27,5,0,3.69,3.62,3.62,4.28,4.3,4.23
10111,2010,10,27,6,0,3.69,3.62,3.62,4.26,4.3,4.23
10112,2010,10,27,7,0,3.69,3.61,3.61,4.25,4.29,4.22
10113,2010,10,27,8,0,3.69,3.61,3.61,4.23,4.29,4.21
10114,2010,10,27,9,0,3.69,3.61,3.61,4.21,4.28,4.2
10115,2010,10,27,10,0,3.69,3.6,3.6,4.19,4.28,4.2
10116,2010,10,27,11,0,6.05,3.6,3.6,4.17,5.14,4.19
10117,2010,10,27,12,0,6.53,3.6,3.6,4.16,6.26,4.18
10118,2010,10,27,13,0,4.63,3.59,3.59,4.21,6.1,4.17
10119,2010,10,27,14,0,4.06,3.59,3.59,6.59,5.32,4.17
10120,2010,10,27,15,0,3.74,3.59,3.59,6.63,4.77,4.16
10121,2010,10,27,16,0,3.69,3.58,3.58,5.42,4.46,4.16
10122,2010,10,27,17,0,3.69,3.58,3.58,4.58,4.33,4.15
10123,2010,10,27,18,0,3.69,3.58,3.58,4.31,4.28,4.14
10124,2010,10,27,19,0,4.26,3.58,3.58,4.31,4.47,4.14
10125,2010,10,27,20,0,9.93,3.58,3.58,4.31,6.77,4.13
10126,2010,10,27,21,0,8.74,3.57,3.57,4.31,8.68,4.13
10127,2010,10,27,22,0,5.89,3.57,3.57,6.13,8.01,4.12
10128,2010,10,27,23,0,4.23,3.57,3.57,10.2,6.4,4.12
10129,2010,10,28,0,0,3.83,3.57,3.57,8.17,5.22,4.11
10130,2010,10,28,1,0,3.77,3.56,3.56,6.13,4.66,4.1
10131,2010,10,28,2,0,3.72,3.56,3.56,4.96,4.41,4.1
10132,2010,10,28,3,0,3.67,3.56,3.56,4.58,4.29,4.09
10133,2010,10,28,4,0,3.61,3.56,3.56,4.46,4.21,4.09
10134,2010,10,28,5,0,3.56,3.56,3.56,4.34,4.14,4.08
10135,2010,10,28,6,0,5.26,3.56,3.56,4.23,4.73,4.08
10136,2010,10,28,7,0,6.72,3.55,3.55,4.11,5.93,4.07
10137,2010,10,28,8,0,6.72,3.55,3.55,4.05,6.75,4.07
10138,2010,10,28,9,0,6.72,3.55,3.55,5.79,7.05,4.06
10139,2010,10,28,10,0,6.72,3.55,3.55,7.11,7.16,4.06
10140,2010,10,28,11,0,6.67,3.55,3.55,7.42,7.18,4.06
10141,2010,10,28,12,0,5.43,3.55,3.55,7.41,6.72,4.05
10142,2010,10,28,13,0,4.23,3.55,3.55,7.33,5.78,4.05
10143,2010,10,28,14,0,4.03,3.54,3.54,7.11,5.04,4.04
10144,2010,10,28,15,0,3.89,3.54,3.54,6.01,4.66,4.04
10145,2010,10,28,16,0,3.87,3.54,3.54,4.94,4.48,4.04
10146,2010,10,28,17,0,3.87,3.54,3.54,4.53,4.4,4.04
10147,2010,10,28,18,0,3.87,3.54,3.54,4.49,4.38,4.03
10148,2010,10,28,19,0,4.03,3.54,3.54,4.49,4.42,4.03
10149,2010,10,28,20,0,6.07,3.54,3.54,4.49,5.23,4.03
10150,2010,10,28,21,0,4.75,3.54,3.54,4.49,5.58,4.02
10151,2010,10,28,22,0,3.73,3.54,3.54,4.8,4.99,4.02
10152,2010,10,28,23,0,3.69,3.54,3.54,6.1,4.48,4.02
10153,2010,10,29,0,0,3.69,3.54,3.54,5.42,4.28,4.02
10154,2010,10,29,1,0,3.69,3.53,3.53,4.69,4.21,4.01
10155,2010,10,29,2,0,3.69,3.53,3.53,4.47,4.18,4.01
10156,2010,10,29,3,0,3.69,3.53,3.53,4.45,4.17,4.01
10157,2010,10,29,4,0,3.69,3.53,3.53,4.43,4.17,4.01
10158,2010,10,29,5,0,3.69,3.53,3.53,4.41,4.17,4.01
10159,2010,10,29,6,0,3.77,3.53,3.53,4.39,4.19,4.01
10160,2010,10,29,7,0,4.58,3.53,3.53,4.37,4.52,4
10161,2010,10,29,8,0,6.78,3.53,3.53,4.34,5.67,4
10162,2010,10,29,9,0,6.9,3.53,3.53,4.32,6.71,4
10163,2010,10,29,10,0,6,3.54,3.54,5.23,6.8,4.01
10164,2010,10,29,11,0,4.35,3.56,3.56,7.05,5.98,4.02
10165,2010,10,29,12,0,3.74,3.59,3.59,7.28,5.03,4.04
10166,2010,10,29,13,0,3.8,3.64,3.64,6.3,4.53,4.07
10167,2010,10,29,14,0,3.89,3.72,3.72,5.19,4.4,4.13
10168,2010,10,29,15,0,3.98,3.85,3.85,4.64,4.41,4.22
10169,2010,10,29,16,0,5.82,4,4,4.59,5.11,4.34
10170,2010,10,29,17,0,7.74,4.15,4.15,4.55,6.57,4.48
10171,2010,10,29,18,0,7.84,4.28,4.28,4.52,7.64,4.62
10172,2010,10,29,19,0,9.06,4.39,4.39,6.78,8.52,4.74
10173,2010,10,29,20,0,8.61,4.48,4.48,8.47,8.99,4.85
10174,2010,10,29,21,0,5.39,4.57,4.57,9.07,7.87,4.95
10175,2010,10,29,22,0,4.43,4.66,4.66,10.5,6.25,5.04
10176,2010,10,29,23,0,4.31,4.74,4.74,8.37,5.35,5.13
10177,2010,10,30,0,0,4.22,4.81,4.81,6.21,4.96,5.21
10178,2010,10,30,1,0,4.13,4.86,4.86,5.36,4.76,5.27
10179,2010,10,30,2,0,4.04,4.91,4.91,5,4.63,5.33
10180,2010,10,30,3,0,3.96,4.96,4.96,4.94,4.53,5.38
10181,2010,10,30,4,0,3.87,5,5,4.87,4.44,5.43
10182,2010,10,30,5,0,3.84,5.04,5.04,4.81,4.37,5.47
10183,2010,10,30,6,0,3.81,5.08,5.08,4.74,4.32,5.51
10184,2010,10,30,7,0,3.78,5.12,5.12,4.68,4.29,5.55
10185,2010,10,30,8,0,3.75,5.18,5.18,4.61,4.26,5.6
10186,2010,10,30,9,0,3.73,5.25,5.25,4.55,4.23,5.66
10187,2010,10,30,10,0,3.93,5.33,5.33,4.49,4.29,5.73
10188,2010,10,30,11,0,5.75,5.43,5.43,4.42,5.03,5.82
10189,2010,10,30,12,0,4.44,5.56,5.56,4.36,5.31,5.92
10190,2010,10,30,13,0,4.05,5.71,5.71,4.65,4.92,6.05
10191,2010,10,30,14,0,4.31,5.86,5.86,5.76,4.77,6.19
10192,2010,10,30,15,0,4.24,5.99,5.99,5.23,4.75,6.33
10193,2010,10,30,16,0,3.92,6.07,6.07,4.66,4.61,6.45
10194,2010,10,30,17,0,5.2,6.11,6.11,4.7,4.95,6.53
10195,2010,10,30,18,0,7.29,6.08,6.08,4.8,6.18,6.55
10196,2010,10,30,19,0,7.11,5.99,5.99,4.71,7.12,6.53
10197,2010,10,30,20,0,5.2,5.87,5.87,6.15,6.72,6.45
10198,2010,10,30,21,0,4.29,5.73,5.73,7.97,5.73,6.34
10199,2010,10,30,22,0,3.92,5.58,5.58,7.32,4.99,6.21
10200,2010,10,30,23,0,3.87,5.43,5.43,5.99,4.61,6.07
10201,2010,10,31,0,0,3.87,5.28,5.28,5.04,4.45,5.92
10202,2010,10,31,1,0,3.87,5.13,5.13,4.88,4.4,5.77
10203,2010,10,31,2,0,3.87,4.99,4.99,4.75,4.38,5.63
10204,2010,10,31,3,0,3.87,4.86,4.86,4.62,4.37,5.49
10205,2010,10,31,4,0,3.87,4.74,4.74,4.5,4.37,5.36
10206,2010,10,31,5,0,3.87,4.64,4.64,4.37,4.37,5.25
10207,2010,10,31,6,0,3.87,4.55,4.55,4.32,4.38,5.15
10208,2010,10,31,7,0,3.87,4.48,4.48,4.35,4.38,5.07
10209,2010,10,31,8,0,3.87,4.42,4.42,4.38,4.38,5
10210,2010,10,31,9,0,3.87,4.4,4.4,4.4,4.38,4.95
10211,2010,10,31,10,0,7.22,4.4,4.4,4.43,5.62,4.93
10212,2010,10,31,11,0,7.72,4.44,4.44,4.46,7.14,4.94
10213,2010,10,31,12,0,6.08,4.51,4.51,4.79,7.24,4.98
10214,2010,10,31,13,0,4.59,4.63,4.63,7.94,6.29,5.06
10215,2010,10,31,14,0,4.17,4.79,4.79,7.93,5.4,5.18
10216,2010,10,31,15,0,4.09,4.98,4.98,6.71,4.93,5.34
10217,2010,10,31,16,0,4.14,5.16,5.16,5.59,4.76,5.52
10218,2010,10,31,17,0,4.19,5.32,5.32,5.32,4.73,5.69
10219,2010,10,31,18,0,6.29,5.49,5.49,5.1,5.5,5.86
10220,2010,10,31,19,0,8.09,5.64,5.64,5.1,7.01,6.03
10221,2010,10,31,20,0,8.52,5.81,5.81,5.27,8.2,6.19
10222,2010,10,31,21,0,6.43,5.99,5.99,7.89,7.98,6.37
10223,2010,10,31,22,0,4.83,6.18,6.18,9.62,6.77,6.55
10224,2010,10,31,23,0,4.95,6.44,6.44,8.9,5.94,6.77
10225,2010,11,1,0,0,8.01,6.91,6.91,7.36,6.8,7.09
10226,2010,11,1,1,0,6.52,7.55,7.55,6.2,7.38,7.57
10227,2010,11,1,2,0,5.41,8.19,8.19,7.22,6.8,8.16
10228,2010,11,1,3,0,5.41,8.78,8.78,8.85,6.29,8.77
10229,2010,11,1,4,0,5.41,9.36,9.36,7.93,6.11,9.36
10230,2010,11,1,5,0,5.41,10,10,7.08,6.05,9.98
10231,2010,11,1,6,0,5.41,10.63,10.63,6.87,6.03,10.61
10232,2010,11,1,7,0,6.58,11.14,11.14,6.92,6.46,11.2
10233,2010,11,1,8,0,9.09,11.44,11.44,6.98,7.86,11.67
10234,2010,11,1,9,0,8.97,11.5,11.5,7.15,8.99,11.94
10235,2010,11,1,10,0,8.8,11.35,11.35,9.64,9.31,12.01
10236,2010,11,1,11,0,7.95,11.04,11.04,10.8,9.07,11.88
10237,2010,11,1,12,0,5.89,10.66,10.66,10.8,8.01,11.61
10238,2010,11,1,13,0,5.47,10.24,10.24,10.4,6.92,11.26
10239,2010,11,1,14,0,5.33,9.81,9.81,8.86,6.35,10.86
10240,2010,11,1,15,0,5.18,9.4,9.4,7.47,6.05,10.45
10241,2010,11,1,16,0,5.03,9.03,9.03,7.21,5.85,10.06
10242,2010,11,1,17,0,4.88,8.72,8.72,7,5.68,9.7
10243,2010,11,1,18,0,8.4,8.48,8.48,6.79,6.88,9.4
10244,2010,11,1,19,0,9.67,8.29,8.29,6.57,8.71,9.16
10245,2010,11,1,20,0,9.53,8.12,8.12,7.21,9.68,8.95
10246,2010,11,1,21,0,9.38,7.95,7.95,10.9,9.94,8.78
10247,2010,11,1,22,0,9.14,7.79,7.79,11.3,9.91,8.61
10248,2010,11,1,23,0,6.98,7.65,7.65,11.2,9.04,8.45
10249,2010,11,2,0,0,5.21,7.52,7.52,11.1,7.5,8.31
10250,2010,11,2,1,0,4.79,7.41,7.41,10.1,6.32,8.19
10251,2010,11,2,2,0,4.76,7.31,7.31,8.16,5.76,8.08
10252,2010,11,2,3,0,4.73,7.23,7.23,6.77,5.54,7.98
10253,2010,11,2,4,0,4.7,7.16,7.16,6.31,5.44,7.9
10254,2010,11,2,5,0,4.67,7.11,7.11,6.01,5.39,7.84
10255,2010,11,2,6,0,4.63,7.07,7.07,5.98,5.35,7.79
10256,2010,11,2,7,0,4.61,7.15,7.15,5.96,5.32,7.79
10257,2010,11,2,8,0,4.61,7.54,7.54,5.94,5.31,7.97
10258,2010,11,2,9,0,4.61,8.12,8.12,5.91,5.31,8.35
10259,2010,11,2,10,0,4.61,8.59,8.59,5.89,5.31,8.82
10260,2010,11,2,11,0,4.61,8.87,8.87,5.87,5.31,9.22
10261,2010,11,2,12,0,6.18,8.99,8.99,5.85,5.89,9.49
10262,2010,11,2,13,0,6.2,8.98,8.98,5.83,6.53,9.62
10263,2010,11,2,14,0,4.87,8.89,8.89,5.9,6.28,9.63
10264,2010,11,2,15,0,5.8,8.76,8.76,7.45,6.18,9.56
10265,2010,11,2,16,0,7.44,8.6,8.6,7.05,7,9.45
10266,2010,11,2,17,0,8.21,8.42,8.42,6.29,8.01,9.3
10267,2010,11,2,18,0,8.41,8.23,8.23,7.47,8.67,9.13
10268,2010,11,2,19,0,8.41,8.05,8.05,8.85,8.96,8.95
10269,2010,11,2,20,0,8.41,7.93,7.93,9.71,9.07,8.8
10270,2010,11,2,21,0,9.02,7.83,7.83,9.96,9.34,8.68
10271,2010,11,2,22,0,8,7.72,7.72,10.1,9.23,8.56
10272,2010,11,2,23,0,5.53,7.61,7.61,10.3,8.01,8.45
10273,2010,11,3,0,0,4.8,7.49,7.49,10.4,6.64,8.34
10274,2010,11,3,1,0,4.6,7.37,7.37,8.46,5.87,8.23
10275,2010,11,3,2,0,4.58,7.25,7.25,6.75,5.53,8.12
10276,2010,11,3,3,0,4.56,7.15,7.15,6.19,5.4,8
10277,2010,11,3,4,0,4.54,7.05,7.05,5.81,5.33,7.9
10278,2010,11,3,5,0,4.52,6.96,6.96,5.78,5.3,7.81
10279,2010,11,3,6,0,4.5,6.88,6.88,5.75,5.28,7.72
10280,2010,11,3,7,0,4.48,6.81,6.81,5.73,5.26,7.65
10281,2010,11,3,8,0,4.45,6.76,6.76,5.71,5.24,7.58
10282,2010,11,3,9,0,4.43,6.73,6.73,5.68,5.22,7.54
10283,2010,11,3,10,0,7.06,6.7,6.7,5.66,6.17,7.5
10284,2010,11,3,11,0,8.76,6.68,6.68,5.64,7.85,7.48
10285,2010,11,3,12,0,8.86,6.68,6.68,5.81,8.95,7.46
10286,2010,11,3,13,0,8.75,6.69,6.69,9.24,9.34,7.46
10287,2010,11,3,14,0,8.24,6.72,6.72,10.1,9.27,7.48
10288,2010,11,3,15,0,8.16,6.75,6.75,10.1,9.09,7.51
10289,2010,11,3,16,0,8.16,6.77,6.77,9.92,9,7.53
10290,2010,11,3,17,0,7.85,6.78,6.78,9.64,8.85,7.55
10291,2010,11,3,18,0,6.22,6.77,6.77,9.57,8.12,7.56
10292,2010,11,3,19,0,9.42,6.75,6.75,9.52,8.6,7.55
10293,2010,11,3,20,0,9.88,6.73,6.73,8.5,9.79,7.54
10294,2010,11,3,21,0,9.63,6.71,6.71,9,10.26,7.53
10295,2010,11,3,22,0,7.27,6.69,6.69,11.6,9.5,7.51
10296,2010,11,3,23,0,5.84,6.67,6.67,11.6,8.08,7.49
10297,2010,11,4,0,0,5.02,6.65,6.65,10,6.87,7.48
10298,2010,11,4,1,0,4.58,6.64,6.64,8.3,6.05,7.46
10299,2010,11,4,2,0,4.53,6.62,6.62,7.05,5.62,7.45
10300,2010,11,4,3,0,4.48,6.61,6.61,6.23,5.43,7.44
10301,2010,11,4,4,0,4.42,6.59,6.59,5.92,5.33,7.43
10302,2010,11,4,5,0,4.37,6.58,6.58,5.8,5.26,7.41
10303,2010,11,4,6,0,4.31,6.57,6.57,5.69,5.2,7.41
10304,2010,11,4,7,0,4.26,6.57,6.57,5.57,5.14,7.4
10305,2010,11,4,8,0,7.15,6.58,6.58,5.45,6.17,7.41
10306,2010,11,4,9,0,7.91,6.62,6.62,5.34,7.6,7.43
10307,2010,11,4,10,0,7.91,6.68,6.68,5.52,8.33,7.47
10308,2010,11,4,11,0,6.79,6.76,6.76,8.24,8.18,7.53
10309,2010,11,4,12,0,6.09,6.86,6.86,8.85,7.58,7.61
10310,2010,11,4,13,0,7.88,6.97,6.97,8.66,7.83,7.71
10311,2010,11,4,14,0,7.79,7.09,7.09,7.34,8.37,7.82
10312,2010,11,4,15,0,5.66,7.21,7.21,7.87,7.76,7.94
10313,2010,11,4,16,0,4.71,7.31,7.31,8.89,6.62,8.05
10314,2010,11,4,17,0,4.43,7.4,7.4,8.26,5.85,8.16
10315,2010,11,4,18,0,4.39,7.47,7.47,6.7,5.48,8.25
10316,2010,11,4,19,0,4.37,7.52,7.52,5.62,5.33,8.32
10317,2010,11,4,20,0,4.35,7.57,7.57,5.47,5.26,8.38
10318,2010,11,4,21,0,4.33,7.61,7.61,5.36,5.23,8.43
10319,2010,11,4,22,0,4.31,7.65,7.65,5.25,5.2,8.48
10320,2010,11,4,23,0,4.29,7.69,7.69,5.14,5.18,8.52
10321,2010,11,5,0,0,4.27,7.73,7.73,5.05,5.17,8.57
10322,2010,11,5,1,0,4.25,7.74,7.74,5.02,5.15,8.6
10323,2010,11,5,2,0,4.23,7.73,7.73,5,5.13,8.61
10324,2010,11,5,3,0,4.2,7.73,7.73,4.99,5.11,8.61
