num,yyyy,mm,dd,hh,min,QOBS_0001,QOSI_0001,QSIM_0001,QOBS_0002,QOSI_0002,QSIM_0002
1691,2009,11,10,10,0,3.89,3.88,3.88,5.43,4.57,4.56
1692,2009,11,10,11,0,3.89,3.89,3.89,5.39,4.57,4.56
1693,2009,11,10,12,0,4.22,3.89,3.89,5.34,4.69,4.56
1694,2009,11,10,13,0,6.19,3.89,3.89,5.29,5.55,4.56
1695,2009,11,10,14,0,4.79,3.89,3.89,5.25,5.87,4.57
1696,2009,11,10,15,0,3.93,3.89,3.89,6.02,5.3,4.57
1697,2009,11,10,16,0,3.75,3.89,3.89,7.14,4.8,4.57
1698,2009,11,10,17,0,3.82,3.89,3.89,6.32,4.59,4.57
1699,2009,11,10,18,0,6.63,3.89,3.89,5.51,5.57,4.57
1700,2009,11,10,19,0,14.1,3.89,3.89,5.33,9.42,4.57
1701,2009,11,10,20,0,14.1,3.89,3.89,5.34,12.81,4.57
1702,2009,11,10,21,0,9.15,3.89,3.89,11.3,12.23,4.57
1703,2009,11,10,22,0,5.54,3.89,3.89,13.8,9.38,4.57
1704,2009,11,10,23,0,4.47,3.89,3.89,11.5,6.99,4.57
1705,2009,11,11,0,0,4.37,3.89,3.89,8.76,5.79,4.57
1706,2009,11,11,1,0,4.32,3.89,3.89,6.97,5.3,4.57
1707,2009,11,11,2,0,4.26,3.89,3.89,6.19,5.09,4.57
1708,2009,11,11,3,0,4.21,3.89,3.89,5.98,4.98,4.57
1709,2009,11,11,4,0,4.16,3.89,3.89,5.79,4.9,4.57
1710,2009,11,11,5,0,4.1,3.89,3.89,5.63,4.84,4.57
1711,2009,11,11,6,0,4.05,3.89,3.89,5.61,4.78,4.57
1712,2009,11,11,7,0,4,3.89,3.89,5.61,4.73,4.57
1713,2009,11,11,8,0,3.94,3.89,3.89,5.61,4.68,4.57
1714,2009,11,11,9,0,4.04,3.89,3.89,5.61,4.68,4.57
1715,2009,11,11,10,0,4.81,3.89,3.89,5.61,4.99,4.57
1716,2009,11,11,11,0,4.48,3.89,3.89,5.61,5.19,4.57
1717,2009,11,11,12,0,3.97,3.88,3.88,5.64,4.98,4.57
1718,2009,11,11,13,0,3.7,3.88,3.88,6.08,4.68,4.57
1719,2009,11,11,14,0,3.67,3.88,3.88,5.8,4.48,4.57
1720,2009,11,11,15,0,3.64,3.88,3.88,5.47,4.39,4.57
1721,2009,11,11,16,0,3.61,3.88,3.88,5.22,4.34,4.57
1722,2009,11,11,17,0,3.57,3.88,3.88,5.17,4.3,4.57
1723,2009,11,11,18,0,6.1,3.88,3.88,5.13,5.2,4.57
1724,2009,11,11,19,0,10,3.88,3.88,5.09,7.64,4.57
1725,2009,11,11,20,0,6.51,3.88,3.88,5.12,8.28,4.57
1726,2009,11,11,21,0,4.31,3.88,3.88,9.08,6.79,4.56
1727,2009,11,11,22,0,3.87,3.87,3.87,9.28,5.49,4.56
1728,2009,11,11,23,0,3.84,3.87,3.87,7.35,4.89,4.56
1729,2009,11,12,0,0,3.81,3.87,3.87,5.93,4.65,4.56
1730,2009,11,12,1,0,3.79,3.87,3.87,5.45,4.55,4.56
1731,2009,11,12,2,0,3.76,3.87,3.87,5.22,4.49,4.56
1732,2009,11,12,3,0,3.73,3.87,3.87,5.22,4.45,4.56
1733,2009,11,12,4,0,3.7,3.86,3.86,5.08,4.42,4.55
1734,2009,11,12,5,0,3.68,3.86,3.86,5.03,4.39,4.55
1735,2009,11,12,6,0,3.65,3.86,3.86,5.03,4.37,4.55
1736,2009,11,12,7,0,3.62,3.86,3.86,5.03,4.34,4.55
1737,2009,11,12,8,0,3.59,3.85,3.85,5.03,4.31,4.54
1738,2009,11,12,9,0,3.56,3.85,3.85,5.03,4.28,4.54
1739,2009,11,12,10,0,4.13,3.85,3.85,5.03,4.47,4.54
1740,2009,11,12,11,0,3.8,3.84,3.84,5.03,4.57,4.53
1741,2009,11,12,12,0,3.63,3.84,3.84,5.03,4.45,4.53
1742,2009,11,12,13,0,4.48,3.84,3.84,5.11,4.68,4.53
1743,2009,11,12,14,0,5.26,3.84,3.84,5.22,5.27,4.53
1744,2009,11,12,15,0,3.91,3.83,3.83,5.22,5.2,4.52
1745,2009,11,12,16,0,3.65,3.83,3.83,5.9,4.72,4.52
1746,2009,11,12,17,0,4.66,3.83,3.83,6.18,4.85,4.52
1747,2009,11,12,18,0,8.51,3.83,3.83,5.59,6.58,4.52
1748,2009,11,12,19,0,10.2,3.83,3.83,5.17,8.85,4.51
1749,2009,11,12,20,0,9.32,3.83,3.83,6.93,9.81,4.51
1750,2009,11,12,21,0,5.44,3.82,3.82,9.97,8.51,4.51
1751,2009,11,12,22,0,4.07,3.82,3.82,10.5,6.5,4.51
1752,2009,11,12,23,0,3.76,3.82,3.82,8.51,5.28,4.51
1753,2009,11,13,0,0,3.7,3.82,3.82,6.67,4.73,4.51
1754,2009,11,13,1,0,3.69,3.82,3.82,5.83,4.51,4.5
1755,2009,11,13,2,0,3.67,3.82,3.82,5.48,4.41,4.5
1756,2009,11,13,3,0,3.65,3.82,3.82,5.3,4.37,4.5
1757,2009,11,13,4,0,3.64,3.82,3.82,5.12,4.34,4.5
1758,2009,11,13,5,0,3.62,3.81,3.81,5.03,4.32,4.5
1759,2009,11,13,6,0,3.61,3.81,3.81,5.03,4.31,4.5
1760,2009,11,13,7,0,3.59,3.81,3.81,5.03,4.29,4.5
1761,2009,11,13,8,0,3.57,3.81,3.81,5.03,4.27,4.5
1762,2009,11,13,9,0,3.56,3.81,3.81,5.03,4.26,4.5
1763,2009,11,13,10,0,6.05,3.81,3.81,5.03,5.16,4.5
1764,2009,11,13,11,0,6.92,3.81,3.81,5.03,6.48,4.5
1765,2009,11,13,12,0,6.98,3.81,3.81,5.14,7.21,4.5
1766,2009,11,13,13,0,6.85,3.81,3.81,7.25,7.45,4.5
1767,2009,11,13,14,0,6.1,3.82,3.82,7.77,7.23,4.5
1768,2009,11,13,15,0,4.82,3.82,3.82,7.85,6.48,4.5
1769,2009,11,13,16,0,3.9,3.82,3.82,7.81,5.53,4.51
1770,2009,11,13,17,0,4.28,3.82,3.82,7.05,5.07,4.51
1771,2009,11,13,18,0,8.57,3.82,3.82,6.28,6.59,4.51
1772,2009,11,13,19,0,8.78,3.83,3.83,5.7,8.35,4.51
1773,2009,11,13,20,0,8.01,3.83,3.83,7,8.78,4.52
1774,2009,11,13,21,0,6.35,3.83,3.83,9.3,8.12,4.52
1775,2009,11,13,22,0,4.37,3.84,3.84,9.04,6.71,4.52
1776,2009,11,13,23,0,3.85,3.84,3.84,8.48,5.47,4.53
1777,2009,11,14,0,0,3.71,3.84,3.84,7.24,4.83,4.53
1778,2009,11,14,1,0,3.69,3.85,3.85,5.96,4.55,4.54
1779,2009,11,14,2,0,3.68,3.85,3.85,5.65,4.44,4.54
1780,2009,11,14,3,0,3.67,3.85,3.85,5.5,4.39,4.54
1781,2009,11,14,4,0,3.65,3.86,3.86,5.34,4.37,4.54
1782,2009,11,14,5,0,3.64,3.86,3.86,5.19,4.35,4.55
1783,2009,11,14,6,0,3.62,3.86,3.86,5.05,4.33,4.55
1784,2009,11,14,7,0,3.61,3.86,3.86,5.03,4.32,4.55
1785,2009,11,14,8,0,3.6,3.87,3.87,5.03,4.3,4.56
1786,2009,11,14,9,0,3.58,3.87,3.87,5.03,4.29,4.56
1787,2009,11,14,10,0,3.57,3.87,3.87,5.03,4.28,4.57
1788,2009,11,14,11,0,3.62,3.88,3.88,5.03,4.29,4.57
1789,2009,11,14,12,0,4.35,3.88,3.88,5.03,4.57,4.58
1790,2009,11,14,13,0,3.81,3.9,3.9,5.03,4.67,4.58
1791,2009,11,14,14,0,3.69,3.91,3.91,5.05,4.52,4.6
1792,2009,11,14,15,0,3.65,3.93,3.93,5.3,4.42,4.61
1793,2009,11,14,16,0,3.62,3.95,3.95,5.22,4.37,4.63
1794,2009,11,14,17,0,3.59,3.96,3.96,4.97,4.33,4.65
1795,2009,11,14,18,0,3.97,3.98,3.98,4.85,4.44,4.66
1796,2009,11,14,19,0,7.12,4,4,4.85,5.75,4.68
1797,2009,11,14,20,0,6.53,4.02,4.02,4.85,6.84,4.7
1798,2009,11,14,21,0,4.45,4.04,4.04,5.81,6.32,4.72
1799,2009,11,14,22,0,3.73,4.04,4.04,7.84,5.32,4.73
1800,2009,11,14,23,0,3.95,4.05,4.05,7.01,4.84,4.74
1801,2009,11,15,0,0,3.77,4.04,4.04,5.93,4.66,4.75
1802,2009,11,15,1,0,3.56,4.04,4.04,5.32,4.46,4.75
1803,2009,11,15,2,0,3.55,4.04,4.04,5.2,4.33,4.74
1804,2009,11,15,3,0,3.55,4.03,4.03,5.17,4.28,4.74
1805,2009,11,15,4,0,3.55,4.03,4.03,5.14,4.27,4.74
1806,2009,11,15,5,0,3.55,4.03,4.03,5.1,4.26,4.74
1807,2009,11,15,6,0,3.55,4.03,4.03,5.07,4.26,4.74
1808,2009,11,15,7,0,3.55,4.03,4.03,5.03,4.26,4.74
1809,2009,11,15,8,0,3.55,4.04,4.04,5,4.26,4.74
1810,2009,11,15,9,0,3.55,4.04,4.04,4.96,4.26,4.75
1811,2009,11,15,10,0,5.38,4.05,4.05,4.93,4.93,4.75
1812,2009,11,15,11,0,6.78,4.06,4.06,4.89,6.18,4.76
1813,2009,11,15,12,0,6.78,4.07,4.07,4.94,7.01,4.78
1814,2009,11,15,13,0,6.78,4.09,4.09,6.65,7.32,4.79
1815,2009,11,15,14,0,6.74,4.11,4.11,7.4,7.42,4.81
1816,2009,11,15,15,0,5.54,4.13,4.13,7.59,7,4.83
1817,2009,11,15,16,0,4.01,4.16,4.16,7.78,5.97,4.85
1818,2009,11,15,17,0,3.6,4.18,4.18,7.62,5.04,4.88
1819,2009,11,15,18,0,3.54,4.2,4.2,6.63,4.57,4.9
1820,2009,11,15,19,0,3.53,4.21,4.21,5.68,4.37,4.92
1821,2009,11,15,20,0,3.52,4.23,4.23,5.36,4.3,4.94
1822,2009,11,15,21,0,3.5,4.24,4.24,5.29,4.26,4.96
1823,2009,11,15,22,0,3.49,4.26,4.26,5.22,4.24,4.98
1824,2009,11,15,23,0,3.48,4.27,4.27,5.15,4.23,4.99
1825,2009,11,16,0,0,3.47,4.28,4.28,5.09,4.22,5.01
1826,2009,11,16,1,0,3.46,4.29,4.29,5.03,4.21,5.02
1827,2009,11,16,2,0,3.45,4.3,4.3,5.01,4.2,5.04
1828,2009,11,16,3,0,3.44,4.32,4.32,4.99,4.2,5.05
1829,2009,11,16,4,0,3.42,4.33,4.33,4.97,4.19,5.07
1830,2009,11,16,5,0,3.41,4.34,4.34,4.95,4.18,5.08
1831,2009,11,16,6,0,3.4,4.35,4.35,4.93,4.17,5.1
1832,2009,11,16,7,0,3.39,4.37,4.37,4.91,4.16,5.11
1833,2009,11,16,8,0,6.13,4.38,4.38,4.89,5.16,5.13
1834,2009,11,16,9,0,7.83,4.39,4.39,4.87,6.89,5.14
1835,2009,11,16,10,0,8.02,4.41,4.41,5.02,8.04,5.16
1836,2009,11,16,11,0,5.71,4.43,4.43,7.25,7.67,5.19
1837,2009,11,16,12,0,4.57,4.46,4.46,8.73,6.5,5.21
1838,2009,11,16,13,0,4.02,4.5,4.5,7.94,5.57,5.25
1839,2009,11,16,14,0,7.83,4.54,4.54,6.89,6.49,5.28
1840,2009,11,16,15,0,8.48,4.59,4.59,6.02,8.07,5.33
1841,2009,11,16,16,0,8.84,4.64,4.64,6.31,8.96,5.38
1842,2009,11,16,17,0,10.8,4.69,4.69,8.77,10.11,5.43
1843,2009,11,16,18,0,13.3,4.74,4.74,9.56,11.97,5.48
1844,2009,11,16,19,0,13.7,4.78,4.78,10.5,13.46,5.53
1845,2009,11,16,20,0,12.5,4.83,4.83,12.6,13.68,5.59
1846,2009,11,16,21,0,8.04,4.87,4.87,13.3,11.81,5.63
1847,2009,11,16,22,0,6.4,4.91,4.91,12.8,9.34,5.68
1848,2009,11,16,23,0,6.09,4.96,4.96,10.6,7.88,5.73
1849,2009,11,17,0,0,6.5,5,5,8.59,7.42,5.78
1850,2009,11,17,1,0,6.36,5.05,5.05,7.93,7.31,5.82
1851,2009,11,17,2,0,5.77,5.09,5.09,7.57,7.01,5.87
1852,2009,11,17,3,0,4.83,5.13,5.13,7.78,6.41,5.91
1853,2009,11,17,4,0,4.08,5.16,5.16,7.6,5.66,5.96
1854,2009,11,17,5,0,3.98,5.19,5.19,6.96,5.15,6
1855,2009,11,17,6,0,3.91,5.22,5.22,6.35,4.92,6.03
1856,2009,11,17,7,0,3.84,5.24,5.24,5.77,4.79,6.06
1857,2009,11,17,8,0,3.77,5.26,5.26,5.54,4.7,6.09
1858,2009,11,17,9,0,5.82,5.3,5.3,5.44,5.4,6.12
1859,2009,11,17,10,0,7.2,5.34,5.34,5.34,6.71,6.15
1860,2009,11,17,11,0,7.08,5.41,5.41,5.35,7.52,6.21
1861,2009,11,17,12,0,7.47,5.48,5.48,7.31,7.93,6.27
1862,2009,11,17,13,0,5.75,5.57,5.57,8.03,7.55,6.35
1863,2009,11,17,14,0,6.42,5.65,5.65,8.36,7.21,6.43
1864,2009,11,17,15,0,6.61,5.73,5.73,8.24,7.33,6.52
1865,2009,11,17,16,0,6.79,5.81,5.81,7.34,7.49,6.6
1866,2009,11,17,17,0,8.39,5.86,5.86,7.85,8.19,6.67
1867,2009,11,17,18,0,7.16,5.91,5.91,7.76,8.42,6.73
1868,2009,11,17,19,0,9.48,5.95,5.95,8.81,9.03,6.78
1869,2009,11,17,20,0,6.81,5.97,5.97,8.61,8.89,6.82
1870,2009,11,17,21,0,4.96,5.99,5.99,9.64,7.46,6.85
1871,2009,11,17,22,0,4.17,6,6,9.14,6.15,6.87
1872,2009,11,17,23,0,4.03,6,6,7.67,5.41,6.89
1873,2009,11,18,0,0,3.99,6,6,6.52,5.09,6.89
1874,2009,11,18,1,0,3.96,6,6,5.99,4.95,6.9
1875,2009,11,18,2,0,3.92,5.98,5.98,5.61,4.88,6.89
1876,2009,11,18,3,0,3.88,5.96,5.96,5.55,4.83,6.88
1877,2009,11,18,4,0,3.85,5.93,5.93,5.51,4.79,6.86
1878,2009,11,18,5,0,3.81,5.9,5.9,5.47,4.75,6.83
1879,2009,11,18,6,0,3.77,5.86,5.86,5.43,4.72,6.8
1880,2009,11,18,7,0,3.74,5.83,5.83,5.38,4.68,6.77
1881,2009,11,18,8,0,3.69,5.8,5.8,5.34,4.65,6.74
1882,2009,11,18,9,0,3.63,5.78,5.78,5.3,4.6,6.72
1883,2009,11,18,10,0,3.77,5.77,5.77,5.25,4.62,6.7
1884,2009,11,18,11,0,6.06,5.84,5.84,5.22,5.51,6.72
1885,2009,11,18,12,0,7.65,6.28,6.28,5.22,7.03,6.91
1886,2009,11,18,13,0,7.63,7.1,7.1,5.49,8,7.4
1887,2009,11,18,14,0,5.31,7.7,7.7,7.32,7.51,8.02
1888,2009,11,18,15,0,4.17,7.88,7.88,8.5,6.29,8.48
1889,2009,11,18,16,0,3.74,7.83,7.83,7.98,5.39,8.68
1890,2009,11,18,17,0,3.72,7.68,7.68,6.73,4.93,8.68
1891,2009,11,18,18,0,3.72,7.48,7.48,5.8,4.76,8.57
1892,2009,11,18,19,0,5.02,7.27,7.27,5.61,5.18,8.4
1893,2009,11,18,20,0,5.98,7.07,7.07,5.45,6.03,8.21
1894,2009,11,18,21,0,4.05,6.89,6.89,5.3,5.88,8.02
1895,2009,11,18,22,0,3.7,6.73,6.73,6.53,5.19,7.84
1896,2009,11,18,23,0,3.68,6.58,6.58,6.57,4.84,7.68
1897,2009,11,19,0,0,3.66,6.46,6.46,5.81,4.7,7.54
1898,2009,11,19,1,0,3.63,6.36,6.36,5.23,4.63,7.42
1899,2009,11,19,2,0,3.61,6.28,6.28,5.14,4.59,7.32
1900,2009,11,19,3,0,3.59,6.21,6.21,5.07,4.57,7.24
1901,2009,11,19,4,0,3.57,6.15,6.15,5.03,4.54,7.17
1902,2009,11,19,5,0,5.16,6.11,6.11,5.03,5.12,7.11
1903,2009,11,19,6,0,4.71,6.07,6.07,5.03,5.58,7.07
1904,2009,11,19,7,0,3.8,6.03,6.03,5.09,5.3,7.03
1905,2009,11,19,8,0,5.98,6.01,6.01,6.09,5.76,7
1906,2009,11,19,9,0,6.78,6.01,6.01,5.71,6.8,6.98
1907,2009,11,19,10,0,6.78,6.03,6.03,5.36,7.4,6.98
1908,2009,11,19,11,0,6.12,6.07,6.07,7.12,7.37,7
1909,2009,11,19,12,0,4.26,6.12,6.12,7.58,6.51,7.04
1910,2009,11,19,13,0,3.67,6.19,6.19,7.64,5.48,7.1
1911,2009,11,19,14,0,3.55,6.25,6.25,6.81,4.9,7.16
1912,2009,11,19,15,0,3.55,6.31,6.31,5.72,4.66,7.22
1913,2009,11,19,16,0,3.55,6.35,6.35,5.32,4.57,7.27
1914,2009,11,19,17,0,3.55,6.37,6.37,5.21,4.54,7.31
1915,2009,11,19,18,0,7.41,6.39,6.39,5.09,5.95,7.34
1916,2009,11,19,19,0,8.84,6.39,6.39,4.97,8.01,7.36
1917,2009,11,19,20,0,7.86,6.4,6.4,5.19,8.79,7.37
1918,2009,11,19,21,0,5.56,6.42,6.42,8.38,7.97,7.38
1919,2009,11,19,22,0,4.18,6.43,6.43,9.06,6.56,7.4
1920,2009,11,19,23,0,3.77,6.45,6.45,7.97,5.52,7.41
1921,2009,11,20,0,0,3.7,6.47,6.47,6.71,5.01,7.43
1922,2009,11,20,1,0,3.68,6.5,6.5,5.72,4.8,7.46
1923,2009,11,20,2,0,3.66,6.52,6.52,5.25,4.7,7.48
1924,2009,11,20,3,0,3.64,6.53,6.53,5.02,4.66,7.5
1925,2009,11,20,4,0,3.62,6.55,6.55,5,4.63,7.52
1926,2009,11,20,5,0,3.6,6.57,6.57,4.98,4.61,7.54
1927,2009,11,20,6,0,3.58,6.59,6.59,4.95,4.59,7.56
1928,2009,11,20,7,0,3.56,6.6,6.6,4.93,4.57,7.57
1929,2009,11,20,8,0,5.28,6.62,6.62,4.91,5.19,7.59
1930,2009,11,20,9,0,6.78,6.65,6.65,4.88,6.43,7.61
1931,2009,11,20,10,0,6.78,6.7,6.7,4.86,7.28,7.65
1932,2009,11,20,11,0,6.44,6.77,6.77,6.34,7.47,7.7
1933,2009,11,20,12,0,4.48,6.86,6.86,7.41,6.73,7.77
1934,2009,11,20,13,0,3.78,6.95,6.95,7.6,5.68,7.86
1935,2009,11,20,14,0,3.55,7.04,7.04,7.11,5.02,7.95
1936,2009,11,20,15,0,3.55,7.13,7.13,5.97,4.72,8.04
1937,2009,11,20,16,0,3.99,7.19,7.19,5.35,4.78,8.12
1938,2009,11,20,17,0,8.21,7.23,7.23,5.24,6.47,8.18
1939,2009,11,20,18,0,8.46,7.25,7.25,5.12,8.29,8.22
1940,2009,11,20,19,0,11.2,7.25,7.25,6.05,10.04,8.24
1941,2009,11,20,20,0,11.6,7.23,7.23,9.09,11.56,8.24
1942,2009,11,20,21,0,11.2,7.21,7.21,10.5,12.07,8.23
1943,2009,11,20,22,0,7.56,7.18,7.18,11.3,10.82,8.21
1944,2009,11,20,23,0,5.12,7.16,7.16,11.7,8.5,8.19
1945,2009,11,21,0,0,4.09,7.12,7.12,9.82,6.62,8.16
1946,2009,11,21,1,0,3.97,7.09,7.09,7.94,5.62,8.14
1947,2009,11,21,2,0,3.88,7.06,7.06,6.48,5.18,8.11
1948,2009,11,21,3,0,3.8,7.03,7.03,5.76,4.97,8.07
1949,2009,11,21,4,0,3.73,6.98,6.98,5.37,4.85,8.04
1950,2009,11,21,5,0,3.7,6.94,6.94,5.27,4.77,8
1951,2009,11,21,6,0,3.68,6.89,6.89,5.18,4.73,7.95
1952,2009,11,21,7,0,3.66,6.84,6.84,5.08,4.7,7.91
1953,2009,11,21,8,0,3.64,6.8,6.8,4.99,4.68,7.86
1954,2009,11,21,9,0,3.62,6.79,6.79,4.9,4.66,7.83
1955,2009,11,21,10,0,3.6,6.79,6.79,4.84,4.64,7.82
1956,2009,11,21,11,0,3.58,6.82,6.82,4.83,4.62,7.83
1957,2009,11,21,12,0,3.56,6.87,6.87,4.82,4.6,7.86
1958,2009,11,21,13,0,3.54,6.93,6.93,4.8,4.59,7.9
1959,2009,11,21,14,0,3.53,6.98,6.98,4.79,4.57,7.96
1960,2009,11,21,15,0,3.51,7.03,7.03,4.78,4.56,8.01
1961,2009,11,21,16,0,3.49,7.06,7.06,4.77,4.54,8.05
1962,2009,11,21,17,0,3.47,7.06,7.06,4.75,4.52,8.08
1963,2009,11,21,18,0,3.45,7.05,7.05,4.74,4.5,8.08
1964,2009,11,21,19,0,3.43,7.03,7.03,4.73,4.48,8.07
1965,2009,11,21,20,0,3.41,7,7,4.72,4.46,8.05
1966,2009,11,21,21,0,3.4,6.96,6.96,4.71,4.45,8.03
1967,2009,11,21,22,0,5.72,6.93,6.93,4.69,5.29,8
1968,2009,11,21,23,0,7.57,6.9,6.9,4.68,6.9,7.97
1969,2009,11,22,0,0,7.69,6.86,6.86,4.71,8.02,7.93
1970,2009,11,22,1,0,6.95,6.82,6.82,7,8.2,7.9
1971,2009,11,22,2,0,4.66,6.78,6.78,8.31,7.22,7.86
1972,2009,11,22,3,0,3.85,6.74,6.74,8.22,5.96,7.82
1973,2009,11,22,4,0,3.54,6.7,6.7,7.4,5.17,7.78
1974,2009,11,22,5,0,3.53,6.66,6.66,5.99,4.79,7.74
1975,2009,11,22,6,0,3.52,6.62,6.62,5.32,4.65,7.7
1976,2009,11,22,7,0,3.51,6.58,6.58,4.95,4.59,7.66
1977,2009,11,22,8,0,3.5,6.55,6.55,4.85,4.56,7.62
1978,2009,11,22,9,0,3.49,6.53,6.53,4.85,4.55,7.6
1979,2009,11,22,10,0,3.48,6.53,6.53,4.85,4.53,7.58
1980,2009,11,22,11,0,3.47,6.54,6.54,4.85,4.52,7.58
1981,2009,11,22,12,0,3.46,6.55,6.55,4.85,4.51,7.59
1982,2009,11,22,13,0,3.45,6.57,6.57,4.85,4.5,7.6
1983,2009,11,22,14,0,3.44,6.57,6.57,4.85,4.49,7.61
1984,2009,11,22,15,0,3.43,6.56,6.56,4.85,4.49,7.61
1985,2009,11,22,16,0,3.42,6.54,6.54,4.85,4.48,7.6
1986,2009,11,22,17,0,3.41,6.5,6.5,4.85,4.47,7.58
1987,2009,11,22,18,0,3.4,6.45,6.45,4.85,4.46,7.54
1988,2009,11,22,19,0,3.54,6.4,6.4,4.85,4.5,7.49
1989,2009,11,22,20,0,7.34,6.34,6.34,4.85,5.96,7.44
1990,2009,11,22,21,0,5.07,6.29,6.29,4.85,6.66,7.39
1991,2009,11,22,22,0,3.83,6.24,6.24,5.49,5.86,7.34
1992,2009,11,22,23,0,3.53,6.19,6.19,7.32,5.13,7.29
1993,2009,11,23,0,0,3.39,6.13,6.13,6.22,4.73,7.24
1994,2009,11,23,1,0,3.36,6.08,6.08,5.17,4.54,7.18
1995,2009,11,23,2,0,3.34,6.03,6.03,4.97,4.45,7.13
1996,2009,11,23,3,0,3.31,5.97,5.97,4.9,4.4,7.08
1997,2009,11,23,4,0,3.29,5.93,5.93,4.84,4.37,7.03
1998,2009,11,23,5,0,3.27,5.88,5.88,4.78,4.35,6.98
1999,2009,11,23,6,0,3.25,5.84,5.84,4.71,4.32,6.94
2000,2009,11,23,7,0,4.49,5.8,5.8,4.65,4.77,6.89
2001,2009,11,23,8,0,7.32,5.76,5.76,4.58,6.3,6.85
2002,2009,11,23,9,0,7.62,5.72,5.72,4.52,7.72,6.82
2003,2009,11,23,10,0,5.71,5.69,5.69,5.94,7.62,6.78
2004,2009,11,23,11,0,4.04,5.67,5.67,8.04,6.47,6.75
2005,2009,11,23,12,0,3.64,5.64,5.64,7.73,5.45,6.72
2006,2009,11,23,13,0,3.4,5.62,5.62,6.48,4.89,6.7
2007,2009,11,23,14,0,3.42,5.61,5.61,5.35,4.62,6.68
2008,2009,11,23,15,0,3.44,5.59,5.59,5,4.54,6.66
2009,2009,11,23,16,0,3.46,5.58,5.58,4.95,4.52,6.65
2010,2009,11,23,17,0,3.49,5.57,5.57,4.9,4.53,6.64
2011,2009,11,23,18,0,3.51,5.55,5.55,4.86,4.55,6.62
2012,2009,11,23,19,0,3.54,5.54,5.54,4.81,4.57,6.61
2013,2009,11,23,20,0,6.4,5.53,5.53,4.76,5.64,6.6
2014,2009,11,23,21,0,6.9,5.51,5.51,4.71,6.97,6.58
2015,2009,11,23,22,0,5.42,5.5,5.5,4.93,7.05,6.57
2016,2009,11,23,23,0,3.9,5.49,5.49,7.1,6.13,6.56
2017,2009,11,24,0,0,3.59,5.47,5.47,7.36,5.27,6.54
2018,2009,11,24,1,0,3.45,5.46,5.46,6.32,4.83,6.53
2019,2009,11,24,2,0,3.39,5.45,5.45,5.31,4.6,6.52
2020,2009,11,24,3,0,3.39,5.43,5.43,4.98,4.5,6.5
2021,2009,11,24,4,0,3.39,5.42,5.42,4.91,4.47,6.49
2022,2009,11,24,5,0,3.39,5.41,5.41,4.84,4.46,6.48
2023,2009,11,24,6,0,3.39,5.4,5.4,4.77,4.45,6.47
2024,2009,11,24,7,0,3.39,5.39,5.39,4.7,4.45,6.46
2025,2009,11,24,8,0,5.99,5.37,5.37,4.63,5.4,6.44
2026,2009,11,24,9,0,5.63,5.36,5.36,4.56,6.31,6.43
2027,2009,11,24,10,0,3.94,5.35,5.35,4.68,5.93,6.42
2028,2009,11,24,11,0,3.4,5.34,5.34,6.73,5.14,6.41
2029,2009,11,24,12,0,3.35,5.34,5.34,6.4,4.69,6.4
2030,2009,11,24,13,0,3.32,5.33,5.33,5.31,4.5,6.4
2031,2009,11,24,14,0,3.29,5.35,5.35,4.68,4.41,6.4
2032,2009,11,24,15,0,3.26,5.38,5.38,4.62,4.36,6.42
2033,2009,11,24,16,0,3.68,5.43,5.43,4.58,4.49,6.45
2034,2009,11,24,17,0,6.38,5.46,5.46,4.55,5.64,6.49
2035,2009,11,24,18,0,6.5,5.48,5.48,4.51,6.82,6.51
2036,2009,11,24,19,0,6.63,5.48,5.48,5.2,7.34,6.53
2037,2009,11,24,20,0,6.66,5.48,5.48,7.32,7.57,6.54
2038,2009,11,24,21,0,4.89,5.47,5.47,7.48,7.01,6.53
2039,2009,11,24,22,0,3.67,5.45,5.45,7.48,5.89,6.52
2040,2009,11,24,23,0,4.68,5.43,5.43,7.16,5.53,6.51
2041,2009,11,25,0,0,5.36,5.41,5.41,6.08,5.91,6.49
2042,2009,11,25,1,0,3.89,5.4,5.4,5.22,5.69,6.47
2043,2009,11,25,2,0,3.59,5.38,5.38,6.08,5.11,6.46
2044,2009,11,25,3,0,3.54,5.37,5.37,6.21,4.8,6.44
2045,2009,11,25,4,0,3.52,5.36,5.36,5.42,4.67,6.43
2046,2009,11,25,5,0,3.51,5.36,5.36,4.86,4.61,6.43
2047,2009,11,25,6,0,3.49,5.36,5.36,4.81,4.58,6.43
2048,2009,11,25,7,0,3.48,5.37,5.37,4.78,4.56,6.43
2049,2009,11,25,8,0,3.47,5.37,5.37,4.74,4.54,6.43
2050,2009,11,25,9,0,3.45,5.37,5.37,4.71,4.53,6.43
2051,2009,11,25,10,0,3.44,5.37,5.37,4.68,4.51,6.43
2052,2009,11,25,11,0,3.42,5.38,5.38,4.65,4.5,6.44
2053,2009,11,25,12,0,3.41,5.39,5.39,4.61,4.48,6.44
2054,2009,11,25,13,0,3.39,5.4,5.4,4.58,4.47,6.45
2055,2009,11,25,14,0,6.11,5.41,5.41,4.55,5.46,6.46
2056,2009,11,25,15,0,4.65,5.42,5.42,4.52,6,6.47
2057,2009,11,25,16,0,3.66,5.42,5.42,4.74,5.45,6.48
2058,2009,11,25,17,0,3.39,5.42,5.42,6.45,4.89,6.48
